Module step	Module	KO id	Module Category	BLB.whokaryote.bac Module step presence	BLBWG4.whokaryote.bac Module step presence	BLR.whokaryote.bac Module step presence	BLRWG4.whokaryote.bac Module step presence	BLS.whokaryote.bac Module step presence	DC06.whokaryote.bac Module step presence	DC10.whokaryote.bac Module step presence	DC11.whokaryote.bac Module step presence	DC17.whokaryote.bac Module step presence	DM13.whokaryote.bac Module step presence	DM14.whokaryote.bac Module step presence	DM15.whokaryote.bac Module step presence	DM16.whokaryote.bac Module step presence	GG01.whokaryote.bac Module step presence	GH01.whokaryote.bac Module step presence	GN13.whokaryote.bac Module step presence	GN15.whokaryote.bac Module step presence	GN18.whokaryote.bac Module step presence	GN19.whokaryote.bac Module step presence	Meg119.whokaryote.bac Module step presence	Meg120.whokaryote.bac Module step presence	Meg140.whokaryote.bac Module step presence	Meg147.whokaryote.bac Module step presence	Meg177.whokaryote.bac Module step presence	Meg178.whokaryote.bac Module step presence	Meg179.whokaryote.bac Module step presence	Meg209.whokaryote.bac Module step presence	Meg214.whokaryote.bac Module step presence	Meg82.whokaryote.bac Module step presence	Meg88.whokaryote.bac Module step presence	Meg99.whokaryote.bac Module step presence	OC01.whokaryote.bac Module step presence
M00149+1	Succinate dehydrogenase, prokaryotes	K00241+(K00242,K18859,K18860)+K00239+K00240	ATP synthesis	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00150+1	Fumarate reductase, prokaryotes	K00244+K00245+K00246+K00247	ATP synthesis	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent
M00151+1	Cytochrome bc1 complex respiratory unit	((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889	ATP synthesis	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent
M00152+1	Cytochrome bc1 complex	K00411+K00412+K00413+K00414+K00415+K00416+K00417+K00418+K00419+K00420	ATP synthesis	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent
M00153+1	Cytochrome bd ubiquinol oxidase	K00425+K00426+(K00424,K22501)	ATP synthesis	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00154+1	Cytochrome c oxidase	(K02257+K02262+K02256+K02261+K02263+K02264+K02265+K02266+K02267+K02268+K02270-K02271+K02272-K02273+K02258+K02259+K02260)	ATP synthesis	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent
M00155+1	Cytochrome c oxidase, prokaryotes	K02275+(K02274+K02276,K15408)-K02277	ATP synthesis	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent
M00156+1	Cytochrome c oxidase, cbb3-type	((K00404+K00405,K15862)+K00407+K00406)	ATP synthesis	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00157+1	F-type ATPase, prokaryotes and chloroplasts	K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110	ATP synthesis	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00158+1	F-type ATPase, eukaryotes	K02132+K02133+K02136+K02134+K02135+K02137+K02126+K02127+K02128+K02138+(K02129,K01549)+(K02130,K02139)+K02140+(K02141,K02131)-K02142-K02143+K02125	ATP synthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00159+1	V/A-type ATPase, prokaryotes	K02117+K02118+K02119+K02120+K02121+K02122+K02107+K02123+K02124	ATP synthesis	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00160+1	V-type ATPase, eukaryotes	K02145+K02147+K02148+K02149+K02150+K02151+K02152+K02144+K02154+(K03661,K02155)+K02146+K02153+K03662	ATP synthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00161+1	Photosystem II	K02703+K02706+K02705+K02704+K02707+K02708	Photosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00162+1	Cytochrome b6f complex	K02635+K02637+K02634+K02636+K02642+K02643+K03689+K02640	ATP synthesis	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00163+1	Photosystem I	K02689+K02690+K02691+K02692+K02693+K02694	Photosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00165+1	Reductive pentose phosphate cycle (Calvin cycle)	K00855	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent
M00165+10	Reductive pentose phosphate cycle (Calvin cycle)	K00615	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent
M00165+11	Reductive pentose phosphate cycle (Calvin cycle)	(K01807,K01808)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00165+2	Reductive pentose phosphate cycle (Calvin cycle)	(K01601-K01602)	Carbon fixation	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00165+3	Reductive pentose phosphate cycle (Calvin cycle)	K00927	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00165+4	Reductive pentose phosphate cycle (Calvin cycle)	(K05298,K00150,K00134)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00165+5	Reductive pentose phosphate cycle (Calvin cycle)	(K01623,K01624)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00165+6	Reductive pentose phosphate cycle (Calvin cycle)	(K03841,K02446,K11532,K01086)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Present
M00165+7	Reductive pentose phosphate cycle (Calvin cycle)	K00615	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent
M00165+8	Reductive pentose phosphate cycle (Calvin cycle)	(K01623,K01624)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00165+9	Reductive pentose phosphate cycle (Calvin cycle)	(K01100,K11532,K01086)	Carbon fixation	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00166+1	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	K00855	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent
M00166+2	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	(K01601-K01602)	Carbon fixation	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00166+3	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	K00927	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00166+4	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	(K05298,K00150,K00134)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00167+1	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K01623,K01624)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00167+2	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K03841,K02446,K11532,K01086)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Present
M00167+3	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	K00615	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent
M00167+4	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K01623,K01624)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00167+5	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K01100,K11532,K01086)	Carbon fixation	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00167+6	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	K00615	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent
M00167+7	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	(K01807,K01808)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00168+1	CAM (Crassulacean acid metabolism), dark	K01595	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00168+2	CAM (Crassulacean acid metabolism), dark	(K00025,K00026,K00024)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent
M00169+1	CAM (Crassulacean acid metabolism), light	K00029	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00169+2	CAM (Crassulacean acid metabolism), light	K01006	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent
M00170+1	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	K01595	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00170+2	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	K14454	Carbon fixation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00170+3	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	K14455	Carbon fixation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00170+4	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	K01610	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent
M00171+1	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K01595	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00171+2	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K14454	Carbon fixation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00171+3	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K14455	Carbon fixation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00171+4	C4-dicarboxylic acid cycle, NAD - malic enzyme type	(K00025,K00026)	Carbon fixation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00171+5	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K00028	Carbon fixation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00171+6	C4-dicarboxylic acid cycle, NAD - malic enzyme type	(K00814,K14272)	Carbon fixation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00171+7	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K01006	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent
M00172+1	C4-dicarboxylic acid cycle, NADP - malic enzyme type	K01595	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00172+2	C4-dicarboxylic acid cycle, NADP - malic enzyme type	K00051	Carbon fixation	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00172+3	C4-dicarboxylic acid cycle, NADP - malic enzyme type	K00029	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00172+4	C4-dicarboxylic acid cycle, NADP - malic enzyme type	K01006	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent
M00173+1	Reductive citrate cycle (Arnon-Buchanan cycle)	(K00169+K00170+K00171+K00172,K03737)	Carbon fixation	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent
